mes,numero,dia_semana,dia_num,nombre_cliente,apellido_cliente,agencia,tipo_pasapalo,cantidad,costo_unitario,precio_por_pasapalo,total_a_pagar,ubicacion_agencia,mantenimiento_agencia
enero,2678,sabado,30,Andrea,Sanchez,el cielo,1,55,0.87,4.34,238.7,caracas,680
marzo,1161,miercoles,18,Isabella,Perez,el cielo,0,15,1.25,3.24,48.6,caracas,618
febrero,2977,martes,10,Valentina,Rodriguez,el cielo,4,74,1.8,4.88,361.12,cucuta,619
enero,1645,domingo,16,Juan,Garcia,el cielo,6,73,0.65,4.25,310.25,caracas,680
marzo,9771,domingo,4,Valentina,Martinez,el cielo,6,39,0.65,4.25,165.75,caracas,618
febrero,7401,sabado,14,Lucas,Sanchez,el cielo,4,82,1.8,4.88,400.16,valencia,619
febrero,7242,martes,25,Lucas,Jimenez,el cielo,6,90,0.65,4.25,382.5,cucuta,619
enero,4712,martes,4,Pedro,Gonzalez,el cielo,0,100,1.25,3.24,324.0,valencia,680
febrero,2608,miercoles,14,Valentina,Gonzalez,el cielo,2,98,0.83,3.38,331.24,caracas,619
enero,1656,miercoles,11,Andrea,Perez,el cielo,2,57,0.83,3.38,192.66,caracas,680
febrero,1928,miercoles,26,Lucas,Gonzalez,el cielo,1,32,0.87,4.34,138.88,caracas,619
enero,9184,lunes,20,Isabella,Torres,el cielo,6,47,0.65,4.25,199.75,san cristobal,680
enero,8343,lunes,9,Lucas,Rodriguez,el cielo,2,64,0.83,3.38,216.32,caracas,680
enero,4235,martes,26,Mia,Lopez,el cielo,1,10,0.87,4.34,43.4,caracas,680
marzo,6091,viernes,10,Samantha,Jimenez,el cielo,7,89,0.52,4.78,425.42,caracas,618
febrero,8517,viernes,4,Mia,Soto,el cielo,2,23,0.83,3.38,77.74,san cristobal,619
febrero,1378,viernes,3,Andrea,Rodriguez,el cielo,4,60,1.8,4.88,292.8,caracas,619
enero,6025,viernes,14,Samantha,Garcia,el cielo,4,89,1.8,4.88,434.32,valencia,680
enero,3635,jueves,12,Juan,Martinez,el cielo,3,50,1.69,4.74,237.0,caracas,680
marzo,7751,sabado,22,Mia,Garcia,el cielo,1,92,0.87,4.34,399.28,cucuta,618
marzo,7819,miercoles,18,Mia,Sanchez,el cielo,7,91,0.52,4.78,434.98,valencia,618
enero,5815,viernes,23,Lucas,Soto,el cielo,6,92,0.65,4.25,391.0,caracas,680
marzo,6136,viernes,3,Andrea,Soto,el cielo,4,82,1.8,4.88,400.16,san cristobal,618
marzo,9184,lunes,6,Isabella,Torres,el cielo,1,9,0.87,4.34,39.06,san cristobal,618
enero,7819,jueves,1,Mia,Sanchez,el cielo,3,6,1.69,4.74,28.44,valencia,680
febrero,8718,sabado,9,Pedro,Jimenez,el cielo,4,87,1.8,4.88,424.56,caracas,619
febrero,7328,viernes,25,Juan,Soto,el cielo,0,9,1.25,3.24,29.16,cucuta,619
marzo,8247,jueves,7,Sofía,Gonzalez,el cielo,3,12,1.69,4.74,56.88,san cristobal,618
enero,7171,domingo,21,Sofía,Martinez,el cielo,2,94,0.83,3.38,317.72,san cristobal,680
marzo,8247,martes,3,Sofía,Gonzalez,la esperanza,4,30,1.8,4.88,146.4,cucuta,597
enero,7118,viernes,3,Pedro,Perez,la esperanza,3,39,1.69,4.74,184.86,caracas,796
febrero,1887,sabado,19,Pedro,Lopez,la esperanza,3,17,1.69,4.74,80.58,san cristobal,585
enero,1067,sabado,6,Lucas,Garcia,la esperanza,3,30,1.69,4.74,142.2,cucuta,796
marzo,1886,viernes,11,Juan,Lopez,la esperanza,7,75,0.52,4.78,358.5,san cristobal,597
marzo,1886,viernes,26,Juan,Lopez,la esperanza,0,64,1.25,3.24,207.36,san cristobal,597
febrero,7401,martes,5,Lucas,Sanchez,la esperanza,0,75,1.25,3.24,243.0,valencia,585
enero,4480,domingo,14,Juan,Sanchez,la esperanza,0,79,1.25,3.24,255.96,caracas,796
marzo,7955,domingo,7,Pedro,Sanchez,la esperanza,6,63,0.65,4.25,267.75,cucuta,597
enero,1645,martes,28,Juan,Garcia,la esperanza,5,10,1.23,1.96,19.6,caracas,796
marzo,4516,miercoles,11,Samantha,Lopez,la esperanza,7,53,0.52,4.78,253.34,cucuta,597
febrero,1788,miercoles,1,Miguel,Torres,la esperanza,2,77,0.83,3.38,260.26,caracas,585
enero,1125,domingo,4,Samantha,Sanchez,la esperanza,2,63,0.83,3.38,212.94,cucuta,796
enero,7305,domingo,21,Miguel,Garcia,la esperanza,6,60,0.65,4.25,255.0,san cristobal,796
marzo,6843,lunes,22,Andrea,Lopez,la esperanza,7,2,0.52,4.78,9.56,valencia,597
enero,7955,jueves,26,Pedro,Sanchez,la esperanza,6,1,0.65,4.25,4.25,san cristobal,796
enero,8718,lunes,8,Pedro,Jimenez,la esperanza,7,57,0.52,4.78,272.46,valencia,796
marzo,8377,lunes,13,Mia,Jimenez,la esperanza,3,100,1.69,4.74,474.0,cucuta,597
marzo,4053,domingo,16,Isabella,Martinez,la esperanza,0,13,1.25,3.24,42.12,valencia,597
febrero,9499,domingo,14,Isabella,Rodriguez,la esperanza,1,53,0.87,4.34,230.02,valencia,585
enero,1886,lunes,25,Juan,Lopez,la esperanza,5,79,1.23,1.96,154.84,valencia,796
febrero,8343,lunes,3,Lucas,Rodriguez,la esperanza,7,41,0.52,4.78,195.98,caracas,585
febrero,2977,domingo,11,Valentina,Rodriguez,la esperanza,6,100,0.65,4.25,425.0,valencia,585
febrero,7171,martes,28,Sofía,Martinez,la esperanza,5,36,1.23,1.96,70.56,san cristobal,585
marzo,1788,sabado,15,Miguel,Torres,la esperanza,1,78,0.87,4.34,338.52,caracas,597
enero,4574,jueves,26,Sofía,Perez,la esperanza,3,8,1.69,4.74,37.92,caracas,796
enero,8472,lunes,22,Andrea,Torres,la esperanza,2,25,0.83,3.38,84.5,san cristobal,796
marzo,7118,viernes,22,Pedro,Perez,la esperanza,6,29,0.65,4.25,123.25,cucuta,597
febrero,6136,domingo,26,Andrea,Soto,la esperanza,2,51,0.83,3.38,172.38,valencia,585
enero,2962,jueves,27,Andrea,Garcia,la esperanza,3,71,1.69,4.74,336.54,caracas,796
marzo,7067,sabado,8,Pedro,Torres,la esperanza,6,55,0.65,4.25,233.75,caracas,597
enero,9178,lunes,17,Isabella,Lopez,la esperanza,2,65,0.83,3.38,219.7,valencia,796
enero,3289,viernes,23,Pedro,Martinez,la esperanza,2,76,0.83,3.38,256.88,valencia,796
marzo,1876,jueves,11,Lucas,Lopez,la esperanza,5,69,1.23,1.96,135.24,valencia,597
enero,6333,domingo,20,Isabella,Garcia,la esperanza,6,100,0.65,4.25,425.0,valencia,796
enero,7242,lunes,13,Lucas,Jimenez,la esperanza,4,49,1.8,4.88,239.12,san cristobal,796
febrero,1125,lunes,18,Samantha,Sanchez,la esperanza,1,87,0.87,4.34,377.58,cucuta,585
febrero,6091,viernes,12,Samantha,Jimenez,la esperanza,1,39,0.87,4.34,169.26,caracas,585
enero,6333,viernes,26,Isabella,Garcia,la esperanza,7,72,0.52,4.78,344.16,san cristobal,796
marzo,7067,martes,5,Pedro,Torres,la esperanza,7,80,0.52,4.78,382.4,san cristobal,597
enero,3633,martes,9,Pedro,Rodriguez,la esperanza,2,14,0.83,3.38,47.32,valencia,796
marzo,7211,viernes,18,Sofía,Torres,la esperanza,1,44,0.87,4.34,190.96,valencia,597
febrero,7067,viernes,28,Pedro,Torres,la esperanza,0,73,1.25,3.24,236.52,cucuta,585
febrero,1757,lunes,11,Miguel,Martinez,la esperanza,1,90,0.87,4.34,390.6,caracas,585
marzo,7211,lunes,20,Sofía,Torres,la esperanza,5,42,1.23,1.96,82.32,san cristobal,597
febrero,9771,viernes,20,Valentina,Martinez,la esperanza,2,98,0.83,3.38,331.24,san cristobal,585
febrero,7751,martes,14,Mia,Garcia,la esperanza,5,70,1.23,1.96,137.2,valencia,585
marzo,1212,miercoles,23,Miguel,Rodriguez,la esperanza,5,64,1.23,1.96,125.44,valencia,597
marzo,8377,domingo,25,Mia,Jimenez,la esperanza,2,45,0.83,3.38,152.1,valencia,597
marzo,8326,sabado,7,Sofía,Garcia,la esperanza,7,33,0.52,4.78,157.74,valencia,597
enero,5496,martes,10,Juan,Perez,el milagro,3,2,1.69,4.74,9.48,valencia,697
enero,7171,miercoles,26,Sofía,Martinez,el milagro,7,57,0.52,4.78,272.46,cucuta,697
enero,2519,viernes,15,Mia,Perez,el milagro,4,93,1.8,4.88,453.84,cucuta,697
febrero,4516,sabado,23,Samantha,Lopez,el milagro,5,5,1.23,1.96,9.8,valencia,553
febrero,1645,lunes,21,Juan,Garcia,el milagro,3,85,1.69,4.74,402.9,caracas,553
enero,8517,lunes,9,Mia,Soto,el milagro,7,30,0.52,4.78,143.4,caracas,697
enero,6047,lunes,8,Valentina,Perez,el milagro,5,79,1.23,1.96,154.84,cucuta,697
febrero,8377,lunes,14,Mia,Jimenez,el milagro,0,73,1.25,3.24,236.52,san cristobal,553
enero,8182,domingo,21,Juan,Torres,el milagro,1,49,0.87,4.34,212.66,caracas,697
febrero,2608,martes,24,Valentina,Gonzalez,el milagro,7,16,0.52,4.78,76.48,cucuta,553
marzo,9184,jueves,11,Isabella,Torres,el milagro,1,62,0.87,4.34,269.08,san cristobal,559
marzo,6091,sabado,12,Samantha,Jimenez,el milagro,2,17,0.83,3.38,57.46,san cristobal,559
febrero,1378,sabado,15,Andrea,Rodriguez,el milagro,1,66,0.87,4.34,286.44,cucuta,553
enero,2519,miercoles,12,Mia,Perez,el milagro,0,60,1.25,3.24,194.4,san cristobal,697
febrero,8472,sabado,1,Andrea,Torres,el milagro,4,65,1.8,4.88,317.2,cucuta,553
marzo,1469,viernes,5,Juan,Rodriguez,el milagro,4,30,1.8,4.88,146.4,valencia,559
marzo,7522,sabado,3,Samantha,Soto,el milagro,2,97,0.83,3.38,327.86,valencia,559
enero,1378,martes,26,Andrea,Rodriguez,el milagro,6,58,0.65,4.25,246.5,san cristobal,697
febrero,2011,lunes,18,Miguel,Sanchez,el milagro,6,97,0.65,4.25,412.25,cucuta,553
febrero,8326,martes,27,Sofía,Garcia,el milagro,1,39,0.87,4.34,169.26,caracas,553
marzo,7171,miercoles,14,Sofía,Martinez,el milagro,4,9,1.8,4.88,43.92,san cristobal,559
enero,5368,viernes,29,Miguel,Gonzalez,el milagro,1,21,0.87,4.34,91.14,caracas,697
enero,4521,lunes,4,Isabella,Sanchez,el milagro,3,8,1.69,4.74,37.92,cucuta,697
enero,1886,lunes,13,Juan,Lopez,el milagro,3,34,1.69,4.74,161.16,caracas,697
febrero,1161,miercoles,17,Isabella,Perez,el milagro,2,86,0.83,3.38,290.68,san cristobal,553
febrero,1887,jueves,16,Pedro,Lopez,el milagro,4,93,1.8,4.88,453.84,caracas,553
febrero,6737,martes,25,Miguel,Lopez,el milagro,3,18,1.69,4.74,85.32,san cristobal,553
enero,7819,sabado,6,Mia,Sanchez,el milagro,1,10,0.87,4.34,43.4,cucuta,697
enero,1645,domingo,9,Juan,Garcia,el milagro,2,69,0.83,3.38,233.22,caracas,697
marzo,1735,miercoles,18,Miguel,Soto,el milagro,6,35,0.65,4.25,148.75,cucuta,559
marzo,4179,jueves,2,Valentina,Jimenez,el milagro,4,90,1.8,4.88,439.2,cucuta,559
marzo,6333,jueves,30,Isabella,Garcia,el milagro,5,76,1.23,1.96,148.96,valencia,559
febrero,7211,domingo,8,Sofía,Torres,el milagro,2,72,0.83,3.38,243.36,cucuta,553
enero,6843,lunes,26,Andrea,Lopez,el milagro,4,62,1.8,4.88,302.56,valencia,697
enero,4235,martes,1,Mia,Lopez,el milagro,7,57,0.52,4.78,272.46,cucuta,697
marzo,1645,martes,30,Juan,Garcia,el milagro,4,1,1.8,4.88,4.88,cucuta,559
enero,7401,martes,17,Lucas,Sanchez,el milagro,1,69,0.87,4.34,299.46,san cristobal,697
marzo,9499,martes,21,Isabella,Rodriguez,el milagro,1,28,0.87,4.34,121.52,cucuta,559
marzo,7751,viernes,18,Mia,Garcia,el milagro,0,74,1.25,3.24,239.76,valencia,559
marzo,6715,jueves,21,Lucas,Perez,el milagro,3,3,1.69,4.74,14.22,caracas,559
marzo,9728,martes,15,Juan,Jimenez,el milagro,5,36,1.23,1.96,70.56,caracas,559
febrero,1645,viernes,22,Juan,Garcia,el milagro,4,70,1.8,4.88,341.6,cucuta,553
enero,7171,jueves,3,Sofía,Martinez,el milagro,6,1,0.65,4.25,4.25,valencia,697
febrero,7522,sabado,13,Samantha,Soto,el milagro,3,58,1.69,4.74,274.92,cucuta,553
febrero,7955,domingo,24,Pedro,Sanchez,el milagro,2,48,0.83,3.38,162.24,caracas,553
enero,7522,viernes,14,Samantha,Soto,el milagro,2,96,0.83,3.38,324.48,valencia,697
marzo,3635,martes,2,Juan,Martinez,el milagro,3,91,1.69,4.74,431.34,caracas,559
febrero,3307,miercoles,3,Mia,Gonzalez,el milagro,2,25,0.83,3.38,84.5,valencia,553
febrero,8376,miercoles,26,Samantha,Gonzalez,el milagro,7,21,0.52,4.78,100.38,cucuta,553
marzo,6091,viernes,20,Samantha,Jimenez,el milagro,6,56,0.65,4.25,238.0,cucuta,559
enero,7171,sabado,26,Sofía,Martinez,la alegria,2,96,0.83,3.38,324.48,valencia,515
marzo,7618,domingo,30,Pedro,Soto,la alegria,1,30,0.87,4.34,130.2,san cristobal,535
marzo,1876,martes,24,Lucas,Lopez,la alegria,4,31,1.8,4.88,151.28,valencia,535
enero,3289,viernes,14,Pedro,Martinez,la alegria,5,72,1.23,1.96,141.12,caracas,515
febrero,6630,miercoles,15,Mia,Martinez,la alegria,2,28,0.83,3.38,94.64,valencia,782
enero,6136,lunes,3,Andrea,Soto,la alegria,6,57,0.65,4.25,242.25,valencia,515
enero,3168,lunes,11,Samantha,Torres,la alegria,6,13,0.65,4.25,55.25,san cristobal,515
enero,4053,martes,22,Isabella,Martinez,la alegria,2,91,0.83,3.38,307.58,cucuta,515
marzo,1067,martes,6,Lucas,Garcia,la alegria,5,68,1.23,1.96,133.28,caracas,535
febrero,9771,martes,28,Valentina,Martinez,la alegria,4,47,1.8,4.88,229.36,caracas,782
febrero,6715,viernes,5,Lucas,Perez,la alegria,6,76,0.65,4.25,323.0,cucuta,782
enero,3168,domingo,16,Samantha,Torres,la alegria,0,99,1.25,3.24,320.76,caracas,515
febrero,8452,martes,28,Mia,Torres,la alegria,3,72,1.69,4.74,341.28,valencia,782
enero,7328,lunes,26,Juan,Soto,la alegria,5,96,1.23,1.96,188.16,san cristobal,515
febrero,7171,miercoles,27,Sofía,Martinez,la alegria,0,54,1.25,3.24,174.96,cucuta,782
enero,8452,viernes,30,Mia,Torres,la alegria,0,69,1.25,3.24,223.56,valencia,515
enero,7522,jueves,28,Samantha,Soto,la alegria,2,67,0.83,3.38,226.46,san cristobal,515
enero,4309,viernes,30,Valentina,Torres,la alegria,1,69,0.87,4.34,299.46,san cristobal,515
febrero,2650,martes,19,Andrea,Jimenez,la alegria,0,32,1.25,3.24,103.68,valencia,782
enero,8778,miercoles,25,Samantha,Perez,la alegria,6,61,0.65,4.25,259.25,cucuta,515
marzo,7328,sabado,22,Juan,Soto,la alegria,6,46,0.65,4.25,195.5,cucuta,535
enero,7751,domingo,3,Mia,Garcia,la alegria,5,68,1.23,1.96,133.28,san cristobal,515
marzo,7805,sabado,24,Valentina,Soto,la alegria,3,84,1.69,4.74,398.16,san cristobal,535
febrero,6270,sabado,4,Sofía,Sanchez,la alegria,2,80,0.83,3.38,270.4,caracas,782
marzo,6630,martes,10,Mia,Martinez,la alegria,0,83,1.25,3.24,268.92,cucuta,535
marzo,2519,lunes,28,Mia,Perez,la alegria,7,99,0.52,4.78,473.22,cucuta,535
enero,2977,domingo,24,Valentina,Rodriguez,la alegria,4,69,1.8,4.88,336.72,caracas,515
enero,7167,martes,11,Isabella,Gonzalez,la alegria,4,3,1.8,4.88,14.64,caracas,515
febrero,7805,jueves,21,Valentina,Soto,la alegria,0,86,1.25,3.24,278.64,cucuta,782
enero,2977,miercoles,13,Valentina,Rodriguez,la alegria,3,86,1.69,4.74,407.64,san cristobal,515
enero,8697,domingo,7,Sofía,Lopez,la alegria,2,69,0.83,3.38,233.22,cucuta,515
enero,8083,martes,14,Samantha,Rodriguez,la alegria,4,40,1.8,4.88,195.2,cucuta,515
febrero,1735,viernes,24,Miguel,Soto,la alegria,1,23,0.87,4.34,99.82,cucuta,782
marzo,8778,jueves,21,Samantha,Perez,la alegria,1,53,0.87,4.34,230.02,cucuta,535
febrero,2962,martes,11,Andrea,Garcia,la alegria,6,23,0.65,4.25,97.75,caracas,782
enero,5496,sabado,26,Juan,Perez,la alegria,0,64,1.25,3.24,207.36,san cristobal,515
enero,4521,martes,9,Isabella,Sanchez,la alegria,7,12,0.52,4.78,57.36,cucuta,515
marzo,5815,jueves,3,Lucas,Soto,la alegria,6,9,0.65,4.25,38.25,san cristobal,535
enero,9178,martes,24,Isabella,Lopez,la alegria,5,69,1.23,1.96,135.24,valencia,515
marzo,6790,jueves,14,Sofía,Jimenez,la alegria,1,51,0.87,4.34,221.34,valencia,535
marzo,8778,martes,27,Samantha,Perez,la alegria,2,49,0.83,3.38,165.62,cucuta,535
marzo,5774,jueves,26,Mia,Rodriguez,la alegria,5,28,1.23,1.96,54.88,valencia,535
marzo,1212,jueves,16,Miguel,Rodriguez,la alegria,5,36,1.23,1.96,70.56,cucuta,535
enero,7305,jueves,17,Miguel,Garcia,la alegria,7,79,0.52,4.78,377.62,cucuta,515
marzo,7819,jueves,19,Mia,Sanchez,la alegria,7,100,0.52,4.78,478.0,caracas,535
marzo,1469,domingo,4,Juan,Rodriguez,la alegria,7,86,0.52,4.78,411.08,cucuta,535
marzo,8472,viernes,6,Andrea,Torres,la alegria,1,75,0.87,4.34,325.5,valencia,535
marzo,8517,viernes,19,Mia,Soto,la alegria,5,8,1.23,1.96,15.68,valencia,535
febrero,3307,martes,16,Mia,Gonzalez,la alegria,2,51,0.83,3.38,172.38,valencia,782
febrero,3168,domingo,24,Samantha,Torres,la alegria,3,40,1.69,4.74,189.6,san cristobal,782
marzo,1378,miercoles,26,Andrea,Rodriguez,el amor,2,66,0.83,3.38,223.08,cucuta,695
marzo,4712,miercoles,3,Pedro,Gonzalez,el amor,1,74,0.87,4.34,321.16,caracas,695
marzo,6136,jueves,6,Andrea,Soto,el amor,5,26,1.23,1.96,50.96,caracas,695
marzo,4235,viernes,4,Mia,Lopez,el amor,7,26,0.52,4.78,124.28,san cristobal,695
febrero,4179,miercoles,4,Valentina,Jimenez,el amor,6,91,0.65,4.25,386.75,san cristobal,729
febrero,7242,sabado,4,Lucas,Jimenez,el amor,5,4,1.23,1.96,7.84,caracas,729
marzo,9731,domingo,26,Andrea,Gonzalez,el amor,6,80,0.65,4.25,340.0,cucuta,695
marzo,5496,martes,12,Juan,Perez,el amor,3,48,1.69,4.74,227.52,cucuta,695
enero,3633,lunes,14,Pedro,Rodriguez,el amor,4,38,1.8,4.88,185.44,cucuta,699
marzo,6790,domingo,26,Sofía,Jimenez,el amor,1,84,0.87,4.34,364.56,san cristobal,695
enero,4480,viernes,30,Juan,Sanchez,el amor,5,2,1.23,1.96,3.92,cucuta,699
enero,7211,jueves,19,Sofía,Torres,el amor,7,1,0.52,4.78,4.78,cucuta,699
marzo,1735,viernes,14,Miguel,Soto,el amor,2,65,0.83,3.38,219.7,cucuta,695
marzo,4053,domingo,6,Isabella,Martinez,el amor,5,19,1.23,1.96,37.24,san cristobal,695
marzo,9178,jueves,14,Isabella,Lopez,el amor,1,39,0.87,4.34,169.26,valencia,695
enero,7242,sabado,28,Lucas,Jimenez,el amor,0,39,1.25,3.24,126.36,cucuta,699
enero,5774,viernes,20,Mia,Rodriguez,el amor,2,85,0.83,3.38,287.3,san cristobal,699
febrero,6270,martes,6,Sofía,Sanchez,el amor,5,4,1.23,1.96,7.84,valencia,729
enero,9499,viernes,22,Isabella,Rodriguez,el amor,4,87,1.8,4.88,424.56,cucuta,699
febrero,1788,martes,12,Miguel,Torres,el amor,5,15,1.23,1.96,29.4,san cristobal,729
marzo,2650,miercoles,7,Andrea,Jimenez,el amor,0,32,1.25,3.24,103.68,valencia,695
febrero,6630,miercoles,27,Mia,Martinez,el amor,0,8,1.25,3.24,25.92,caracas,729
febrero,5774,miercoles,21,Mia,Rodriguez,el amor,4,83,1.8,4.88,405.04,san cristobal,729
enero,1067,martes,29,Lucas,Garcia,el amor,7,5,0.52,4.78,23.9,valencia,699
febrero,7955,sabado,28,Pedro,Sanchez,el amor,4,67,1.8,4.88,326.96,caracas,729
febrero,6333,domingo,27,Isabella,Garcia,el amor,4,20,1.8,4.88,97.6,caracas,729
febrero,2519,domingo,19,Mia,Perez,el amor,6,61,0.65,4.25,259.25,caracas,729
marzo,1735,lunes,2,Miguel,Soto,el amor,3,12,1.69,4.74,56.88,caracas,695
febrero,4179,lunes,22,Valentina,Jimenez,el amor,1,45,0.87,4.34,195.3,valencia,729
febrero,2962,miercoles,21,Andrea,Garcia,el amor,3,74,1.69,4.74,350.76,cucuta,729
marzo,1125,sabado,20,Samantha,Sanchez,el amor,5,10,1.23,1.96,19.6,caracas,695
febrero,8377,martes,28,Mia,Jimenez,el amor,3,86,1.69,4.74,407.64,valencia,729
enero,1589,jueves,22,Andrea,Martinez,el amor,1,100,0.87,4.34,434.0,cucuta,699
marzo,2678,domingo,17,Andrea,Sanchez,el amor,6,54,0.65,4.25,229.5,caracas,695
enero,9178,viernes,4,Isabella,Lopez,el amor,3,5,1.69,4.74,23.7,valencia,699
febrero,1886,domingo,12,Juan,Lopez,el amor,5,23,1.23,1.96,45.08,cucuta,729
febrero,1244,viernes,13,Valentina,Garcia,el amor,4,92,1.8,4.88,448.96,valencia,729
marzo,6843,sabado,20,Andrea,Lopez,el amor,0,47,1.25,3.24,152.28,san cristobal,695
febrero,7167,viernes,21,Isabella,Gonzalez,el amor,0,97,1.25,3.24,314.28,san cristobal,729
febrero,2531,martes,6,Lucas,Torres,el amor,5,37,1.23,1.96,72.52,caracas,729
febrero,2531,domingo,3,Lucas,Torres,el amor,4,30,1.8,4.88,146.4,san cristobal,729
marzo,5774,lunes,22,Mia,Rodriguez,el amor,3,38,1.69,4.74,180.12,san cristobal,695
enero,8023,miercoles,27,Valentina,Sanchez,el amor,5,95,1.23,1.96,186.2,cucuta,699
febrero,1125,domingo,27,Samantha,Sanchez,el amor,7,35,0.52,4.78,167.3,valencia,729
marzo,6091,domingo,8,Samantha,Jimenez,el amor,2,66,0.83,3.38,223.08,caracas,695
marzo,3633,domingo,5,Pedro,Rodriguez,el amor,3,32,1.69,4.74,151.68,valencia,695
enero,2650,viernes,10,Andrea,Jimenez,el amor,2,84,0.83,3.38,283.92,cucuta,699
enero,7751,sabado,30,Mia,Garcia,el amor,4,55,1.8,4.88,268.4,caracas,699
marzo,8240,viernes,30,Juan,Gonzalez,el amor,1,90,0.87,4.34,390.6,san cristobal,695
marzo,3168,miercoles,24,Samantha,Torres,el amor,0,78,1.25,3.24,252.72,cucuta,695
febrero,1212,lunes,9,Miguel,Rodriguez,el oasis,4,87,1.8,4.88,424.56,cucuta,659
marzo,7819,miercoles,21,Mia,Sanchez,el oasis,7,4,0.52,4.78,19.12,cucuta,794
marzo,1788,miercoles,28,Miguel,Torres,el oasis,3,72,1.69,4.74,341.28,cucuta,794
febrero,6843,lunes,13,Andrea,Lopez,el oasis,4,46,1.8,4.88,224.48,cucuta,659
enero,1887,sabado,24,Pedro,Lopez,el oasis,1,83,0.87,4.34,360.22,caracas,585
enero,9728,sabado,4,Juan,Jimenez,el oasis,5,5,1.23,1.96,9.8,valencia,585
marzo,8517,sabado,23,Mia,Soto,el oasis,2,37,0.83,3.38,125.06,san cristobal,794
enero,1244,miercoles,11,Valentina,Garcia,el oasis,5,56,1.23,1.96,109.76,valencia,585
enero,9499,domingo,13,Isabella,Rodriguez,el oasis,1,92,0.87,4.34,399.28,cucuta,585
febrero,1886,martes,24,Juan,Lopez,el oasis,2,33,0.83,3.38,111.54,san cristobal,659
enero,8718,viernes,15,Pedro,Jimenez,el oasis,4,30,1.8,4.88,146.4,san cristobal,585
enero,2608,sabado,25,Valentina,Gonzalez,el oasis,6,46,0.65,4.25,195.5,cucuta,585
marzo,2531,domingo,1,Lucas,Torres,el oasis,4,65,1.8,4.88,317.2,cucuta,794
marzo,3307,martes,8,Mia,Gonzalez,el oasis,6,2,0.65,4.25,8.5,caracas,794
enero,8377,jueves,7,Mia,Jimenez,el oasis,4,75,1.8,4.88,366.0,valencia,585
marzo,8023,jueves,22,Valentina,Sanchez,el oasis,4,53,1.8,4.88,258.64,san cristobal,794
marzo,6136,viernes,10,Andrea,Soto,el oasis,7,83,0.52,4.78,396.74,caracas,794
enero,6843,miercoles,8,Andrea,Lopez,el oasis,1,29,0.87,4.34,125.86,caracas,585
febrero,4530,domingo,11,Sofía,Rodriguez,el oasis,4,81,1.8,4.88,395.28,valencia,659
febrero,1244,sabado,18,Valentina,Garcia,el oasis,0,58,1.25,3.24,187.92,valencia,659
febrero,7328,sabado,9,Juan,Soto,el oasis,7,6,0.52,4.78,28.68,caracas,659
enero,7955,martes,2,Pedro,Sanchez,el oasis,5,58,1.23,1.96,113.68,san cristobal,585
febrero,6270,miercoles,23,Sofía,Sanchez,el oasis,2,97,0.83,3.38,327.86,caracas,659
enero,1879,viernes,22,Pedro,Garcia,el oasis,0,56,1.25,3.24,181.44,caracas,585
febrero,9184,miercoles,1,Isabella,Torres,el oasis,0,65,1.25,3.24,210.6,san cristobal,659
marzo,8343,lunes,27,Lucas,Rodriguez,el oasis,5,21,1.23,1.96,41.16,valencia,794
marzo,8697,viernes,22,Sofía,Lopez,el oasis,5,85,1.23,1.96,166.6,san cristobal,794
febrero,9512,martes,6,Samantha,Martinez,el oasis,7,14,0.52,4.78,66.92,valencia,659
febrero,8697,domingo,1,Sofía,Lopez,el oasis,5,10,1.23,1.96,19.6,san cristobal,659
marzo,4480,domingo,22,Juan,Sanchez,el oasis,0,30,1.25,3.24,97.2,san cristobal,794
febrero,8452,jueves,28,Mia,Torres,el oasis,4,34,1.8,4.88,165.92,san cristobal,659
enero,8376,viernes,19,Samantha,Gonzalez,el oasis,4,83,1.8,4.88,405.04,caracas,585
enero,8697,jueves,12,Sofía,Lopez,el oasis,3,31,1.69,4.74,146.94,valencia,585
enero,7955,jueves,14,Pedro,Sanchez,el oasis,4,79,1.8,4.88,385.52,caracas,585
febrero,2608,miercoles,2,Valentina,Gonzalez,el oasis,6,51,0.65,4.25,216.75,cucuta,659
febrero,7751,jueves,28,Mia,Garcia,el oasis,2,1,0.83,3.38,3.38,valencia,659
enero,8083,lunes,7,Samantha,Rodriguez,el oasis,1,73,0.87,4.34,316.82,caracas,585
febrero,7067,miercoles,26,Pedro,Torres,el oasis,5,96,1.23,1.96,188.16,san cristobal,659
enero,3168,miercoles,8,Samantha,Torres,el oasis,7,83,0.52,4.78,396.74,san cristobal,585
enero,7211,domingo,23,Sofía,Torres,el oasis,6,14,0.65,4.25,59.5,san cristobal,585
marzo,6047,jueves,19,Valentina,Perez,el oasis,3,64,1.69,4.74,303.36,valencia,794
marzo,4712,miercoles,14,Pedro,Gonzalez,el oasis,6,9,0.65,4.25,38.25,valencia,794
enero,7171,viernes,7,Sofía,Martinez,el oasis,3,21,1.69,4.74,99.54,cucuta,585
enero,6843,sabado,21,Andrea,Lopez,el oasis,7,46,0.52,4.78,219.88,caracas,585
marzo,4309,martes,26,Valentina,Torres,el oasis,1,13,0.87,4.34,56.42,san cristobal,794
febrero,2977,martes,4,Valentina,Rodriguez,el oasis,3,91,1.69,4.74,431.34,san cristobal,659
